run, id, cycles, Branch mispredictions, Icache busy
0, 0, 652015, 441, 132 
0, 1, 369109, 297, 2 
0, 2, 363910, 168, 0 
0, 3, 365242, 613, 0 
0, 4, 363523, 40, 0 
0, 5, 364465, 354, 0 
0, 6, 363523, 40, 0 
0, 7, 364465, 354, 0 
0, 8, 364461, 353, 0 
0, 9, 364465, 354, 0 
0, 10, 364462, 353, 0 
0, 11, 363519, 39, 0 
0, 12, 363519, 39, 0 
0, 13, 363520, 39, 0 
0, 14, 363520, 39, 0 
0, 15, 364465, 354, 0 
0, 16, 364461, 353, 0 
0, 17, 364465, 354, 0 
0, 18, 363523, 40, 0 
0, 19, 364273, 290, 0 
0, 20, 363523, 40, 0 
0, 21, 364465, 354, 0 
0, 22, 364275, 291, 0 
0, 23, 364465, 354, 0 
0, 24, 363523, 40, 0 
0, 25, 363520, 39, 0 
0, 26, 363520, 39, 0 
0, 27, 364465, 354, 0 
0, 28, 364461, 353, 0 
0, 29, 364465, 354, 0 
0, 30, 363523, 40, 0 
0, 31, 364465, 354, 0 
0, 32, 364461, 353, 0 
0, 33, 363520, 39, 0 
0, 34, 363520, 39, 0 
0, 35, 364273, 290, 0 
0, 36, 363523, 40, 0 
0, 37, 364465, 354, 0 
0, 38, 364275, 291, 0 
0, 39, 364465, 354, 0 
0, 40, 363523, 40, 0 
0, 41, 363520, 39, 0 
0, 42, 363520, 39, 0 
0, 43, 364465, 354, 0 
0, 44, 364461, 353, 0 
0, 45, 364465, 354, 0 
0, 46, 363523, 40, 0 
0, 47, 364465, 354, 0 
0, 48, 364461, 353, 0 
0, 49, 364465, 354, 0 
1, 0, 651244, 184, 132 
1, 1, 372087, 487, 3 
1, 2, 364465, 354, 0 
1, 3, 364461, 353, 0 
1, 4, 364465, 354, 0 
1, 5, 363523, 40, 0 
1, 6, 364465, 354, 0 
1, 7, 364461, 353, 0 
1, 8, 364465, 354, 0 
1, 9, 363520, 39, 0 
1, 10, 363520, 39, 0 
1, 11, 363520, 39, 0 
1, 12, 363520, 39, 0 
1, 13, 363520, 39, 0 
1, 14, 363520, 39, 0 
1, 15, 363520, 39, 0 
1, 16, 363520, 39, 0 
1, 17, 363520, 39, 0 
1, 18, 363520, 39, 0 
1, 19, 363520, 39, 0 
1, 20, 363520, 39, 0 
1, 21, 363520, 39, 0 
1, 22, 363520, 39, 0 
1, 23, 363520, 39, 0 
1, 24, 363520, 39, 0 
1, 25, 363520, 39, 0 
1, 26, 363520, 39, 0 
1, 27, 363520, 39, 0 
1, 28, 363520, 39, 0 
1, 29, 363520, 39, 0 
1, 30, 363520, 39, 0 
1, 31, 363520, 39, 0 
1, 32, 363520, 39, 0 
1, 33, 363520, 39, 0 
1, 34, 363520, 39, 0 
1, 35, 363520, 39, 0 
1, 36, 363520, 39, 0 
1, 37, 363520, 39, 0 
1, 38, 363520, 39, 0 
1, 39, 363520, 39, 0 
1, 40, 363520, 39, 0 
1, 41, 363520, 39, 0 
1, 42, 363520, 39, 0 
1, 43, 363520, 39, 0 
1, 44, 363520, 39, 0 
1, 45, 363520, 39, 0 
1, 46, 363520, 39, 0 
1, 47, 363520, 39, 0 
1, 48, 363520, 39, 0 
1, 49, 363520, 39, 0 
2, 0, 651234, 181, 132 
2, 1, 369682, 488, 2 
2, 2, 364465, 354, 0 
2, 3, 363523, 40, 0 
2, 4, 364465, 354, 0 
2, 5, 363523, 40, 0 
2, 6, 364465, 354, 0 
2, 7, 363523, 40, 0 
2, 8, 364465, 354, 0 
2, 9, 363523, 40, 0 
2, 10, 364465, 354, 0 
2, 11, 364462, 353, 0 
2, 12, 364465, 354, 0 
2, 13, 363523, 40, 0 
2, 14, 364465, 354, 0 
2, 15, 363523, 40, 0 
2, 16, 364465, 354, 0 
2, 17, 363523, 40, 0 
2, 18, 364465, 354, 0 
2, 19, 364462, 353, 0 
2, 20, 364465, 354, 0 
2, 21, 363523, 40, 0 
2, 22, 364465, 354, 0 
2, 23, 363523, 40, 0 
2, 24, 364465, 354, 0 
2, 25, 363523, 40, 0 
2, 26, 364465, 354, 0 
2, 27, 364462, 353, 0 
2, 28, 364465, 354, 0 
2, 29, 363523, 40, 0 
