run, id, cycles, Branch direction mis, Branch target mis, Correct
32, 17, 74620, 313, 45, TRUE

32, 18, 74901, 313, 44, TRUE

32, 19, 77309, 313, 45, TRUE

33, 0, 388533, 330, 82, TRUE

33, 1, 74746, 318, 80, TRUE

33, 2, 74920, 315, 48, TRUE

33, 3, 77280, 313, 35, TRUE

33, 4, 74970, 313, 67, TRUE

33, 5, 74588, 313, 34, TRUE

33, 6, 74970, 313, 67, TRUE

33, 7, 77277, 313, 34, TRUE

33, 8, 74970, 313, 67, TRUE

33, 9, 74588, 313, 34, TRUE

33, 10, 74970, 313, 67, TRUE

33, 11, 77277, 313, 34, TRUE

33, 12, 74970, 313, 67, TRUE

33, 13, 74588, 313, 34, TRUE

33, 14, 74970, 313, 67, TRUE

33, 15, 77277, 313, 34, TRUE

33, 16, 74970, 313, 67, TRUE

33, 17, 74588, 313, 34, TRUE

33, 18, 74970, 313, 67, TRUE

33, 19, 77277, 313, 34, TRUE

34, 0, 388466, 329, 58, TRUE

34, 1, 74651, 318, 52, TRUE

34, 2, 74911, 315, 46, TRUE

34, 3, 77309, 313, 45, TRUE

34, 4, 74901, 313, 44, TRUE

34, 5, 74620, 313, 45, TRUE

34, 6, 74901, 313, 44, TRUE

