run, id, cycles, Branch mispredictions, Icache busy
0, 0, 6355066, 3596, 961004 
0, 1, 5520694, 3613, 130428 
0, 2, 5414155, 3592, 23738 
0, 3, 5395237, 3609, 4804 
0, 4, 5392828, 3609, 2402 
0, 5, 5390417, 3608, 0 
0, 6, 5390417, 3608, 0 
0, 7, 5390417, 3608, 0 
0, 8, 5390417, 3608, 0 
0, 9, 5390417, 3608, 0 
0, 10, 5390417, 3608, 0 
0, 11, 5390417, 3608, 0 
0, 12, 5390417, 3608, 0 
0, 13, 5390417, 3608, 0 
0, 14, 5390417, 3608, 0 
0, 15, 5390417, 3608, 0 
0, 16, 5390417, 3608, 0 
0, 17, 5390417, 3608, 0 
0, 18, 5390417, 3608, 0 
0, 19, 5390417, 3608, 0 
0, 20, 5390417, 3608, 0 
0, 21, 5390417, 3608, 0 
0, 22, 5390417, 3608, 0 
0, 23, 5390417, 3608, 0 
0, 24, 5390417, 3608, 0 
0, 25, 5390417, 3608, 0 
0, 26, 5390417, 3608, 0 
0, 27, 5390417, 3608, 0 
0, 28, 5390417, 3608, 0 
0, 29, 5390417, 3608, 0 
0, 30, 5390417, 3608, 0 
0, 31, 5390417, 3608, 0 
0, 32, 5390417, 3608, 0 
0, 33, 5390417, 3608, 0 
0, 34, 5390417, 3608, 0 
0, 35, 5390417, 3608, 0 
0, 36, 5390417, 3608, 0 
0, 37, 5390417, 3608, 0 
0, 38, 5390417, 3608, 0 
0, 39, 5390417, 3608, 0 
0, 40, 5390417, 3608, 0 
0, 41, 5390417, 3608, 0 
0, 42, 5390417, 3608, 0 
0, 43, 5390417, 3608, 0 
0, 44, 5390417, 3608, 0 
0, 45, 5390417, 3608, 0 
0, 46, 5390417, 3608, 0 
0, 47, 5390417, 3608, 0 
0, 48, 5390417, 3608, 0 
0, 49, 5390417, 3608, 0 
1, 0, 6372275, 3648, 977817 
1, 1, 5490176, 4369, 97499 
1, 2, 5406904, 4366, 14412 
1, 3, 5392465, 4367, 0 
1, 4, 5392462, 4366, 0 
1, 5, 5392465, 4367, 0 
1, 6, 5392462, 4366, 0 
1, 7, 5392465, 4367, 0 
1, 8, 5392462, 4366, 0 
1, 9, 5392465, 4367, 0 
1, 10, 5392462, 4366, 0 
1, 11, 5392465, 4367, 0 
1, 12, 5392462, 4366, 0 
1, 13, 5392465, 4367, 0 
1, 14, 5392462, 4366, 0 
1, 15, 5392465, 4367, 0 
1, 16, 5392462, 4366, 0 
1, 17, 5392465, 4367, 0 
1, 18, 5392462, 4366, 0 
1, 19, 5392465, 4367, 0 
1, 20, 5392462, 4366, 0 
1, 21, 5392465, 4367, 0 
1, 22, 5392462, 4366, 0 
1, 23, 5392465, 4367, 0 
1, 24, 5392462, 4366, 0 
1, 25, 5392465, 4367, 0 
1, 26, 5392462, 4366, 0 
1, 27, 5392465, 4367, 0 
1, 28, 5392462, 4366, 0 
1, 29, 5392465, 4367, 0 
1, 30, 5392462, 4366, 0 
1, 31, 5392465, 4367, 0 
1, 32, 5392462, 4366, 0 
1, 33, 5392465, 4367, 0 
1, 34, 5392462, 4366, 0 
1, 35, 5392465, 4367, 0 
1, 36, 5392462, 4366, 0 
1, 37, 5392465, 4367, 0 
1, 38, 5392462, 4366, 0 
1, 39, 5392465, 4367, 0 
1, 40, 5392462, 4366, 0 
1, 41, 5392465, 4367, 0 
1, 42, 5392462, 4366, 0 
1, 43, 5392465, 4367, 0 
1, 44, 5392462, 4366, 0 
1, 45, 5392465, 4367, 0 
1, 46, 5392462, 4366, 0 
1, 47, 5392465, 4367, 0 
1, 48, 5392462, 4366, 0 
