run, id, cycles, Branch direction mis, Load-use interlock, Correct
33, 2, 92612, 623, 668, TRUE

33, 3, 92606, 623, 665, TRUE

33, 4, 92593, 620, 664, TRUE

33, 5, 92604, 620, 665, TRUE

33, 6, 92602, 620, 664, TRUE

33, 7, 92604, 620, 665, TRUE

33, 8, 92602, 620, 664, TRUE

33, 9, 92604, 620, 665, TRUE

33, 10, 92602, 620, 664, TRUE

33, 11, 92604, 620, 665, TRUE

33, 12, 92602, 620, 664, TRUE

33, 13, 92604, 620, 665, TRUE

33, 14, 92602, 620, 664, TRUE

33, 15, 92604, 620, 665, TRUE

33, 16, 92602, 620, 664, TRUE

33, 17, 92604, 620, 665, TRUE

33, 18, 92602, 620, 664, TRUE

33, 19, 92604, 620, 665, TRUE

34, 0, 311338, 649, 651, TRUE

34, 1, 95020, 629, 668, TRUE

34, 2, 92603, 623, 668, TRUE

34, 3, 92603, 623, 666, TRUE

34, 4, 92596, 620, 665, TRUE

34, 5, 92595, 620, 665, TRUE

34, 6, 92597, 620, 665, TRUE

34, 7, 92596, 620, 665, TRUE

34, 8, 92597, 620, 665, TRUE

34, 9, 92596, 620, 665, TRUE

34, 10, 92597, 620, 665, TRUE

34, 11, 92596, 620, 665, TRUE

