run, id, cycles, Branch direction mis, Load-use interlock, Correct

142, 14, 92593, 621, 658, TRUE

142, 15, 92593, 619, 659, TRUE

142, 16, 92606, 621, 659, TRUE

142, 17, 92592, 619, 660, TRUE

142, 18, 92593, 621, 658, TRUE

142, 19, 92593, 619, 659, TRUE

143, 0, 311320, 649, 646, TRUE

143, 1, 97442, 630, 663, TRUE

143, 2, 92612, 623, 663, TRUE

143, 3, 92603, 623, 660, TRUE

143, 4, 92590, 620, 659, TRUE

143, 5, 92604, 620, 660, TRUE

143, 6, 92599, 620, 659, TRUE

143, 7, 92604, 620, 660, TRUE

143, 8, 92599, 620, 659, TRUE

143, 9, 92604, 620, 660, TRUE

143, 10, 92599, 620, 659, TRUE

143, 11, 92604, 620, 660, TRUE

143, 12, 92599, 620, 659, TRUE

143, 13, 92604, 620, 660, TRUE

143, 14, 92599, 620, 659, TRUE

143, 15, 92604, 620, 660, TRUE

143, 16, 92599, 620, 659, TRUE

143, 17, 92604, 620, 660, TRUE

143, 18, 92599, 620, 659, TRUE

143, 19, 92604, 620, 660, TRUE

144, 0, 311333, 653, 649, TRUE

144, 1, 95013, 627, 664, TRUE

144, 2, 92619, 627, 662, TRUE

144, 3, 92603, 623, 660, TRUE

144, 4, 92592, 621, 658, TRUE

144, 5, 92593, 619, 659, TRUE

144, 6, 92600, 619, 659, TRUE

144, 7, 92591, 619, 659, TRUE

144, 8, 92599, 621, 659, TRUE

144, 9, 92601, 619, 659, TRUE

144, 10, 92590, 619, 659, TRUE

144, 11, 92599, 621, 659, TRUE

144, 12, 92601, 619, 659, TRUE

144, 13, 92590, 619, 659, TRUE

144, 14, 92599, 621, 659, TRUE

144, 15, 92601, 619, 659, TRUE

144, 16, 92590, 619, 659, TRUE

144, 17, 92599, 621, 659, TRUE

144, 18, 92601, 619, 659, TRUE

144, 19, 92590, 619, 659, TRUE

145, 0, 311340, 652, 655, TRUE

145, 1, 97437, 629, 669, TRUE

145, 2, 92612, 623, 668, TRUE

145, 3, 92606, 623, 665, TRUE

145, 4, 92593, 620, 664, TRUE

145, 5, 92604, 620, 665, TRUE

145, 6, 92602, 620, 664, TRUE

145, 7, 92604, 620, 665, TRUE

145, 8, 92602, 620, 664, TRUE

145, 9, 92604, 620, 665, TRUE

145, 10, 92602, 620, 664, TRUE

145, 11, 92604, 620, 665, TRUE

145, 12, 92602, 620, 664, TRUE

145, 13, 92604, 620, 665, TRUE

145, 14, 92602, 620, 664, TRUE

145, 15, 92604, 620, 665, TRUE

145, 16, 92602, 620, 664, TRUE

145, 17, 92604, 620, 665, TRUE

145, 18, 92602, 620, 664, TRUE

145, 19, 92604, 620, 665, TRUE

146, 0, 311337, 649, 649, TRUE

146, 1, 95012, 627, 664, TRUE

146, 2, 92619, 627, 662, TRUE

146, 3, 92603, 623, 660, TRUE

146, 4, 92592, 621, 658, TRUE

146, 5, 92593, 619, 659, TRUE

146, 6, 92606, 621, 659, TRUE

146, 7, 92592, 619, 660, TRUE

146, 8, 92593, 621, 658, TRUE

146, 9, 92593, 619, 659, TRUE

146, 10, 92606, 621, 659, TRUE

146, 11, 92592, 619, 660, TRUE

146, 12, 92593, 621, 658, TRUE

146, 13, 92593, 619, 659, TRUE

146, 14, 92606, 621, 659, TRUE

146, 15, 92592, 619, 660, TRUE

146, 16, 92593, 621, 658, TRUE

146, 17, 92593, 619, 659, TRUE

146, 18, 92606, 621, 659, TRUE

146, 19, 92592, 619, 660, TRUE

147, 0, 311337, 652, 654, TRUE

147, 1, 97434, 628, 669, TRUE

147, 2, 92612, 623, 668, TRUE

147, 3, 92606, 623, 665, TRUE

147, 4, 92593, 620, 664, TRUE

147, 5, 92604, 620, 665, TRUE

147, 6, 92602, 620, 664, TRUE

147, 7, 92604, 620, 665, TRUE

147, 8, 92602, 620, 664, TRUE

147, 9, 92604, 620, 665, TRUE

147, 10, 92602, 620, 664, TRUE

147, 11, 92604, 620, 665, TRUE

147, 12, 92602, 620, 664, TRUE

147, 13, 92604, 620, 665, TRUE

147, 14, 92602, 620, 664, TRUE

147, 15, 92604, 620, 665, TRUE

147, 16, 92602, 620, 664, TRUE

147, 17, 92604, 620, 665, TRUE

147, 18, 92602, 620, 664, TRUE

147, 19, 92604, 620, 665, TRUE

148, 0, 311338, 649, 649, TRUE

148, 1, 95022, 631, 663, TRUE

148, 2, 92606, 623, 662, TRUE

148, 3, 92610, 623, 661, TRUE

148, 4, 92594, 620, 659, TRUE

148, 5, 92604, 620, 660, TRUE

148, 6, 92599, 620, 659, TRUE

148, 7, 92604, 620, 660, TRUE

148, 8, 92599, 620, 659, TRUE

148, 9, 92604, 620, 660, TRUE

148, 10, 92599, 620, 659, TRUE

148, 11, 92604, 620, 660, TRUE

148, 12, 92599, 620, 659, TRUE

148, 13, 92604, 620, 660, TRUE

148, 14, 92599, 620, 659, TRUE

148, 15, 92604, 620, 660, TRUE

148, 16, 92599, 620, 659, TRUE

148, 17, 92604, 620, 660, TRUE

148, 18, 92599, 620, 659, TRUE

148, 19, 92604, 620, 660, TRUE

149, 0, 311328, 650, 649, TRUE

149, 1, 97434, 629, 664, TRUE

149, 2, 92612, 623, 663, TRUE

149, 3, 92603, 623, 660, TRUE

149, 4, 92590, 620, 659, TRUE

149, 5, 92604, 620, 660, TRUE

149, 6, 92599, 620, 659, TRUE

149, 7, 92604, 620, 660, TRUE

149, 8, 92599, 620, 659, TRUE

149, 9, 92604, 620, 660, TRUE

149, 10, 92599, 620, 659, TRUE

149, 11, 92604, 620, 660, TRUE

149, 12, 92599, 620, 659, TRUE

149, 13, 92604, 620, 660, TRUE

149, 14, 92599, 620, 659, TRUE

149, 15, 92604, 620, 660, TRUE

149, 16, 92599, 620, 659, TRUE

149, 17, 92604, 620, 660, TRUE

149, 18, 92599, 620, 659, TRUE

149, 19, 92604, 620, 660, TRUE

150, 0, 311331, 652, 649, TRUE

150, 1, 95015, 628, 664, TRUE

150, 2, 92619, 627, 662, TRUE

150, 3, 92603, 623, 660, TRUE

150, 4, 92592, 621, 658, TRUE

150, 5, 92593, 619, 659, TRUE

150, 6, 92600, 619, 659, TRUE

150, 7, 92591, 619, 659, TRUE

150, 8, 92599, 621, 659, TRUE

150, 9, 92601, 619, 659, TRUE

150, 10, 92590, 619, 659, TRUE

150, 11, 92599, 621, 659, TRUE

150, 12, 92601, 619, 659, TRUE

150, 13, 92590, 619, 659, TRUE

150, 14, 92599, 621, 659, TRUE

150, 15, 92601, 619, 659, TRUE

150, 16, 92590, 619, 659, TRUE

150, 17, 92599, 621, 659, TRUE

150, 18, 92601, 619, 659, TRUE

150, 19, 92590, 619, 659, TRUE

151, 0, 311337, 652, 654, TRUE

151, 1, 97435, 629, 669, TRUE

151, 2, 92612, 623, 668, TRUE

151, 3, 92606, 623, 665, TRUE

151, 4, 92593, 620, 664, TRUE

151, 5, 92604, 620, 665, TRUE

151, 6, 92602, 620, 664, TRUE

151, 7, 92604, 620, 665, TRUE

151, 8, 92602, 620, 664, TRUE

151, 9, 92604, 620, 665, TRUE

151, 10, 92602, 620, 664, TRUE

151, 11, 92604, 620, 665, TRUE

151, 12, 92602, 620, 664, TRUE

151, 13, 92604, 620, 665, TRUE

151, 14, 92602, 620, 664, TRUE

151, 15, 92604, 620, 665, TRUE

151, 16, 92602, 620, 664, TRUE

151, 17, 92604, 620, 665, TRUE

151, 18, 92602, 620, 664, TRUE

151, 19, 92604, 620, 665, TRUE

152, 0, 311343, 649, 648, TRUE

152, 1, 95014, 628, 664, TRUE

152, 2, 92619, 627, 662, TRUE

152, 3, 92603, 623, 660, TRUE

152, 4, 92592, 621, 658, TRUE

152, 5, 92593, 619, 659, TRUE

152, 6, 92606, 621, 659, TRUE

152, 7, 92592, 619, 660, TRUE

152, 8, 92593, 621, 658, TRUE

152, 9, 92593, 619, 659, TRUE

152, 10, 92606, 621, 659, TRUE

152, 11, 92592, 619, 660, TRUE

152, 12, 92593, 621, 658, TRUE

152, 13, 92593, 619, 659, TRUE

152, 14, 92606, 621, 659, TRUE

152, 15, 92592, 619, 660, TRUE

152, 16, 92593, 621, 658, TRUE

152, 17, 92593, 619, 659, TRUE

152, 18, 92606, 621, 659, TRUE

152, 19, 92592, 619, 660, TRUE

153, 0, 311328, 650, 648, TRUE

153, 1, 97420, 627, 664, TRUE

153, 2, 92619, 627, 662, TRUE

153, 3, 92603, 623, 660, TRUE

153, 4, 92592, 621, 658, TRUE

153, 5, 92593, 619, 659, TRUE

153, 6, 92606, 621, 659, TRUE

153, 7, 92592, 619, 660, TRUE

153, 8, 92593, 621, 658, TRUE

153, 9, 92593, 619, 659, TRUE

153, 10, 92606, 621, 659, TRUE

153, 11, 92592, 619, 660, TRUE

153, 12, 92593, 621, 658, TRUE

153, 13, 92593, 619, 659, TRUE

153, 14, 92606, 621, 659, TRUE

153, 15, 92592, 619, 660, TRUE

153, 16, 92593, 621, 658, TRUE

153, 17, 92593, 619, 659, TRUE

153, 18, 92606, 621, 659, TRUE

153, 19, 92592, 619, 660, TRUE

154, 0, 311335, 652, 650, TRUE

154, 1, 92617, 629, 664, TRUE

154, 2, 92608, 624, 661, TRUE

154, 3, 92603, 623, 660, TRUE

154, 4, 92592, 621, 658, TRUE

154, 5, 92593, 619, 659, TRUE

154, 6, 92606, 621, 659, TRUE

154, 7, 92592, 619, 660, TRUE

154, 8, 92593, 621, 658, TRUE

154, 9, 92593, 619, 659, TRUE

154, 10, 92606, 621, 659, TRUE

154, 11, 92592, 619, 660, TRUE

154, 12, 92593, 621, 658, TRUE

154, 13, 92593, 619, 659, TRUE

154, 14, 92606, 621, 659, TRUE

154, 15, 92592, 619, 660, TRUE

154, 16, 92593, 621, 658, TRUE

154, 17, 92593, 619, 659, TRUE

154, 18, 92606, 621, 659, TRUE

154, 19, 92592, 619, 660, TRUE

155, 0, 311322, 649, 646, TRUE

155, 1, 97437, 630, 663, TRUE

155, 2, 92612, 623, 663, TRUE

155, 3, 92603, 623, 660, TRUE

155, 4, 92590, 620, 659, TRUE

155, 5, 92604, 620, 660, TRUE

155, 6, 92599, 620, 659, TRUE

155, 7, 92604, 620, 660, TRUE

155, 8, 92599, 620, 659, TRUE

155, 9, 92604, 620, 660, TRUE

155, 10, 92599, 620, 659, TRUE

155, 11, 92604, 620, 660, TRUE

155, 12, 92599, 620, 659, TRUE

155, 13, 92604, 620, 660, TRUE

155, 14, 92599, 620, 659, TRUE

155, 15, 92604, 620, 660, TRUE

155, 16, 92599, 620, 659, TRUE

155, 17, 92604, 620, 660, TRUE

155, 18, 92599, 620, 659, TRUE

155, 19, 92604, 620, 660, TRUE

156, 0, 311325, 651, 648, TRUE

156, 1, 95016, 627, 664, TRUE

156, 2, 92622, 627, 663, TRUE

156, 3, 92602, 623, 661, TRUE

156, 4, 92598, 621, 659, TRUE

156, 5, 92601, 619, 659, TRUE

156, 6, 92590, 619, 659, TRUE

156, 7, 92599, 621, 659, TRUE

156, 8, 92601, 619, 659, TRUE

156, 9, 92590, 619, 659, TRUE

156, 10, 92599, 621, 659, TRUE

156, 11, 92601, 619, 659, TRUE

156, 12, 92590, 619, 659, TRUE

156, 13, 92599, 621, 659, TRUE

156, 14, 92601, 619, 659, TRUE

156, 15, 92590, 619, 659, TRUE

156, 16, 92599, 621, 659, TRUE

156, 17, 92601, 619, 659, TRUE

156, 18, 92590, 619, 659, TRUE

156, 19, 92599, 621, 659, TRUE

157, 0, 311335, 652, 654, TRUE

157, 1, 97437, 629, 668, TRUE

157, 2, 92612, 623, 668, TRUE

157, 3, 92606, 623, 665, TRUE

157, 4, 92593, 620, 664, TRUE

157, 5, 92604, 620, 665, TRUE

157, 6, 92602, 620, 664, TRUE

157, 7, 92604, 620, 665, TRUE

157, 8, 92602, 620, 664, TRUE

157, 9, 92604, 620, 665, TRUE

157, 10, 92602, 620, 664, TRUE

157, 11, 92604, 620, 665, TRUE

157, 12, 92602, 620, 664, TRUE

157, 13, 92604, 620, 665, TRUE

157, 14, 92602, 620, 664, TRUE

157, 15, 92604, 620, 665, TRUE

157, 16, 92602, 620, 664, TRUE

157, 17, 92604, 620, 665, TRUE

157, 18, 92602, 620, 664, TRUE

157, 19, 92604, 620, 665, TRUE

158, 0, 311329, 647, 646, TRUE

158, 1, 95026, 631, 663, TRUE

158, 2, 92603, 623, 663, TRUE

158, 3, 92606, 624, 661, TRUE

158, 4, 92596, 620, 660, TRUE

158, 5, 92595, 620, 660, TRUE

158, 6, 92597, 620, 660, TRUE

158, 7, 92596, 620, 660, TRUE

158, 8, 92597, 620, 660, TRUE

158, 9, 92596, 620, 660, TRUE

158, 10, 92597, 620, 660, TRUE

158, 11, 92596, 620, 660, TRUE

158, 12, 92597, 620, 660, TRUE

158, 13, 92596, 620, 660, TRUE

158, 14, 92597, 620, 660, TRUE

158, 15, 92596, 620, 660, TRUE

158, 16, 92597, 620, 660, TRUE

158, 17, 92596, 620, 660, TRUE

158, 18, 92597, 620, 660, TRUE

158, 19, 92596, 620, 660, TRUE

159, 0, 311341, 649, 649, TRUE

159, 1, 97426, 629, 662, TRUE

159, 2, 92612, 623, 663, TRUE

159, 3, 92603, 623, 660, TRUE

159, 4, 92590, 620, 659, TRUE

159, 5, 92604, 620, 660, TRUE

159, 6, 92599, 620, 659, TRUE

159, 7, 92604, 620, 660, TRUE

159, 8, 92599, 620, 659, TRUE

159, 9, 92604, 620, 660, TRUE

159, 10, 92599, 620, 659, TRUE

159, 11, 92604, 620, 660, TRUE

159, 12, 92599, 620, 659, TRUE

159, 13, 92604, 620, 660, TRUE

159, 14, 92599, 620, 659, TRUE

159, 15, 92604, 620, 660, TRUE

159, 16, 92599, 620, 659, TRUE

159, 17, 92604, 620, 660, TRUE

159, 18, 92599, 620, 659, TRUE

159, 19, 92604, 620, 660, TRUE

160, 0, 311344, 650, 646, TRUE

160, 1, 95026, 631, 663, TRUE

160, 2, 92603, 623, 663, TRUE

160, 3, 92603, 623, 661, TRUE

160, 4, 92596, 620, 660, TRUE

160, 5, 92595, 620, 660, TRUE

160, 6, 92597, 620, 660, TRUE

160, 7, 92596, 620, 660, TRUE

160, 8, 92597, 620, 660, TRUE

160, 9, 92596, 620, 660, TRUE

160, 10, 92597, 620, 660, TRUE

160, 11, 92596, 620, 660, TRUE

160, 12, 92597, 620, 660, TRUE

160, 13, 92596, 620, 660, TRUE

160, 14, 92597, 620, 660, TRUE

160, 15, 92596, 620, 660, TRUE

160, 16, 92597, 620, 660, TRUE

160, 17, 92596, 620, 660, TRUE

160, 18, 92597, 620, 660, TRUE

160, 19, 92596, 620, 660, TRUE

161, 0, 311323, 649, 646, TRUE

161, 1, 97437, 630, 663, TRUE

161, 2, 92612, 623, 663, TRUE

161, 3, 92603, 623, 660, TRUE

161, 4, 92590, 620, 659, TRUE

161, 5, 92604, 620, 660, TRUE

161, 6, 92599, 620, 659, TRUE

161, 7, 92604, 620, 660, TRUE

161, 8, 92599, 620, 659, TRUE

161, 9, 92604, 620, 660, TRUE

161, 10, 92599, 620, 659, TRUE

161, 11, 92604, 620, 660, TRUE

161, 12, 92599, 620, 659, TRUE

161, 13, 92604, 620, 660, TRUE

161, 14, 92599, 620, 659, TRUE

161, 15, 92604, 620, 660, TRUE

161, 16, 92599, 620, 659, TRUE

161, 17, 92604, 620, 660, TRUE

161, 18, 92599, 620, 659, TRUE

161, 19, 92604, 620, 660, TRUE

162, 0, 311342, 655, 652, TRUE

162, 1, 95032, 630, 669, TRUE

162, 2, 92612, 623, 668, TRUE

162, 3, 92606, 623, 665, TRUE

162, 4, 92593, 620, 664, TRUE

162, 5, 92596, 620, 665, TRUE

162, 6, 92598, 620, 664, TRUE

162, 7, 92596, 620, 665, TRUE

162, 8, 92598, 620, 664, TRUE

162, 9, 92596, 620, 665, TRUE

162, 10, 92598, 620, 664, TRUE

162, 11, 92596, 620, 665, TRUE

162, 12, 92598, 620, 664, TRUE

162, 13, 92596, 620, 665, TRUE

162, 14, 92598, 620, 664, TRUE

162, 15, 92596, 620, 665, TRUE

162, 16, 92598, 620, 664, TRUE

162, 17, 92596, 620, 665, TRUE

162, 18, 92598, 620, 664, TRUE

162, 19, 92596, 620, 665, TRUE

163, 0, 311326, 647, 649, TRUE

163, 1, 97429, 630, 663, TRUE

163, 2, 92612, 623, 663, TRUE

163, 3, 92606, 624, 660, TRUE

163, 4, 92590, 620, 659, TRUE

163, 5, 92604, 620, 660, TRUE

163, 6, 92599, 620, 659, TRUE

163, 7, 92604, 620, 660, TRUE

163, 8, 92599, 620, 659, TRUE

163, 9, 92604, 620, 660, TRUE

163, 10, 92599, 620, 659, TRUE

163, 11, 92604, 620, 660, TRUE

163, 12, 92599, 620, 659, TRUE

163, 13, 92604, 620, 660, TRUE

163, 14, 92599, 620, 659, TRUE

163, 15, 92604, 620, 660, TRUE

163, 16, 92599, 620, 659, TRUE

163, 17, 92604, 620, 660, TRUE

163, 18, 92599, 620, 659, TRUE

163, 19, 92604, 620, 660, TRUE

164, 0, 311333, 653, 649, TRUE

164, 1, 95016, 627, 664, TRUE

164, 2, 92619, 626, 662, TRUE

164, 3, 92602, 623, 661, TRUE

164, 4, 92598, 621, 659, TRUE

164, 5, 92601, 619, 659, TRUE

164, 6, 92592, 619, 660, TRUE

164, 7, 92593, 621, 658, TRUE

164, 8, 92593, 619, 659, TRUE

164, 9, 92606, 621, 659, TRUE

164, 10, 92592, 619, 660, TRUE

164, 11, 92593, 621, 658, TRUE

164, 12, 92593, 619, 659, TRUE

164, 13, 92606, 621, 659, TRUE

164, 14, 92592, 619, 660, TRUE

164, 15, 92593, 621, 658, TRUE

164, 16, 92593, 619, 659, TRUE

164, 17, 92606, 621, 659, TRUE

164, 18, 92592, 619, 660, TRUE

164, 19, 92593, 621, 658, TRUE

165, 0, 311324, 649, 654, TRUE

165, 1, 97430, 626, 670, TRUE

165, 2, 92607, 623, 667, TRUE

165, 3, 92612, 624, 666, TRUE

165, 4, 92598, 621, 665, TRUE

165, 5, 92599, 621, 665, TRUE

165, 6, 92599, 621, 665, TRUE

165, 7, 92599, 621, 665, TRUE

165, 8, 92599, 621, 665, TRUE

165, 9, 92599, 621, 665, TRUE

165, 10, 92599, 621, 665, TRUE

165, 11, 92599, 621, 665, TRUE

165, 12, 92599, 621, 665, TRUE

165, 13, 92599, 621, 665, TRUE

165, 14, 92599, 621, 665, TRUE

165, 15, 92599, 621, 665, TRUE

165, 16, 92599, 621, 665, TRUE

165, 17, 92599, 621, 665, TRUE

165, 18, 92599, 621, 665, TRUE

165, 19, 92599, 621, 665, TRUE

166, 0, 311332, 647, 653, TRUE

166, 1, 95015, 627, 671, TRUE

166, 2, 92604, 622, 667, TRUE

166, 3, 92612, 623, 666, TRUE

166, 4, 92595, 620, 665, TRUE

166, 5, 92606, 620, 665, TRUE

166, 6, 92600, 620, 664, TRUE

166, 7, 92606, 620, 665, TRUE

166, 8, 92600, 620, 664, TRUE

166, 9, 92606, 620, 665, TRUE

166, 10, 92600, 620, 664, TRUE

166, 11, 92606, 620, 665, TRUE

166, 12, 92600, 620, 664, TRUE

166, 13, 92606, 620, 665, TRUE

166, 14, 92600, 620, 664, TRUE

166, 15, 92606, 620, 665, TRUE

166, 16, 92600, 620, 664, TRUE

166, 17, 92606, 620, 665, TRUE

166, 18, 92600, 620, 664, TRUE

166, 19, 92606, 620, 665, TRUE

167, 0, 311324, 647, 645, TRUE

167, 1, 97434, 632, 664, TRUE

167, 2, 92603, 623, 663, TRUE

167, 3, 92603, 623, 661, TRUE

167, 4, 92596, 620, 660, TRUE

167, 5, 92595, 620, 660, TRUE

167, 6, 92597, 620, 660, TRUE

167, 7, 92596, 620, 660, TRUE

167, 8, 92597, 620, 660, TRUE

167, 9, 92596, 620, 660, TRUE

167, 10, 92597, 620, 660, TRUE

167, 11, 92596, 620, 660, TRUE

167, 12, 92597, 620, 660, TRUE

167, 13, 92596, 620, 660, TRUE

167, 14, 92597, 620, 660, TRUE

167, 15, 92596, 620, 660, TRUE

167, 16, 92597, 620, 660, TRUE

167, 17, 92596, 620, 660, TRUE

167, 18, 92597, 620, 660, TRUE

167, 19, 92596, 620, 660, TRUE

168, 0, 311338, 651, 651, TRUE

168, 1, 92617, 630, 664, TRUE

168, 2, 92608, 624, 661, TRUE

168, 3, 92603, 623, 660, TRUE

168, 4, 92592, 621, 658, TRUE

168, 5, 92593, 619, 659, TRUE

168, 6, 92600, 619, 659, TRUE

168, 7, 92591, 619, 659, TRUE

168, 8, 92599, 621, 659, TRUE

168, 9, 92601, 619, 659, TRUE

168, 10, 92590, 619, 659, TRUE

168, 11, 92599, 621, 659, TRUE

168, 12, 92601, 619, 659, TRUE

168, 13, 92590, 619, 659, TRUE

168, 14, 92599, 621, 659, TRUE

168, 15, 92601, 619, 659, TRUE

168, 16, 92590, 619, 659, TRUE

168, 17, 92599, 621, 659, TRUE

168, 18, 92601, 619, 659, TRUE

168, 19, 92590, 619, 659, TRUE

169, 0, 311322, 649, 646, TRUE

169, 1, 97434, 629, 663, TRUE

169, 2, 92612, 623, 663, TRUE

169, 3, 92603, 623, 660, TRUE

169, 4, 92590, 620, 659, TRUE

169, 5, 92604, 620, 660, TRUE

169, 6, 92599, 620, 659, TRUE

169, 7, 92604, 620, 660, TRUE

169, 8, 92599, 620, 659, TRUE

169, 9, 92604, 620, 660, TRUE

169, 10, 92599, 620, 659, TRUE

169, 11, 92604, 620, 660, TRUE

169, 12, 92599, 620, 659, TRUE

169, 13, 92604, 620, 660, TRUE

169, 14, 92599, 620, 659, TRUE

169, 15, 92604, 620, 660, TRUE

169, 16, 92599, 620, 659, TRUE

169, 17, 92604, 620, 660, TRUE

169, 18, 92599, 620, 659, TRUE

169, 19, 92604, 620, 660, TRUE

170, 0, 311346, 652, 648, TRUE

170, 1, 95013, 627, 664, TRUE

170, 2, 92619, 627, 662, TRUE

170, 3, 92603, 623, 660, TRUE

170, 4, 92592, 621, 658, TRUE

170, 5, 92593, 619, 659, TRUE

170, 6, 92606, 621, 659, TRUE

170, 7, 92592, 619, 660, TRUE

170, 8, 92593, 621, 658, TRUE

170, 9, 92593, 619, 659, TRUE

170, 10, 92606, 621, 659, TRUE

170, 11, 92592, 619, 660, TRUE

170, 12, 92593, 621, 658, TRUE

170, 13, 92593, 619, 659, TRUE

170, 14, 92606, 621, 659, TRUE

170, 15, 92592, 619, 660, TRUE

170, 16, 92593, 621, 658, TRUE

170, 17, 92593, 619, 659, TRUE

170, 18, 92606, 621, 659, TRUE

170, 19, 92592, 619, 660, TRUE

171, 0, 311334, 652, 653, TRUE

171, 1, 97437, 629, 669, TRUE

171, 2, 92612, 623, 668, TRUE

171, 3, 92606, 623, 665, TRUE

171, 4, 92593, 620, 664, TRUE

171, 5, 92604, 620, 665, TRUE

171, 6, 92602, 620, 664, TRUE

171, 7, 92604, 620, 665, TRUE

171, 8, 92602, 620, 664, TRUE

171, 9, 92604, 620, 665, TRUE

171, 10, 92602, 620, 664, TRUE

171, 11, 92604, 620, 665, TRUE

171, 12, 92602, 620, 664, TRUE

171, 13, 92604, 620, 665, TRUE

171, 14, 92602, 620, 664, TRUE

171, 15, 92604, 620, 665, TRUE

171, 16, 92602, 620, 664, TRUE

171, 17, 92604, 620, 665, TRUE

171, 18, 92602, 620, 664, TRUE

171, 19, 92604, 620, 665, TRUE

172, 0, 311343, 650, 649, TRUE

172, 1, 95019, 630, 662, TRUE

172, 2, 92606, 623, 662, TRUE

172, 3, 92610, 623, 661, TRUE

172, 4, 92594, 620, 659, TRUE

172, 5, 92604, 620, 660, TRUE

172, 6, 92599, 620, 659, TRUE

172, 7, 92604, 620, 660, TRUE

172, 8, 92599, 620, 659, TRUE

172, 9, 92604, 620, 660, TRUE

172, 10, 92599, 620, 659, TRUE

172, 11, 92604, 620, 660, TRUE

172, 12, 92599, 620, 659, TRUE

172, 13, 92604, 620, 660, TRUE

172, 14, 92599, 620, 659, TRUE

172, 15, 92604, 620, 660, TRUE

172, 16, 92599, 620, 659, TRUE

172, 17, 92604, 620, 660, TRUE

172, 18, 92599, 620, 659, TRUE

172, 19, 92604, 620, 660, TRUE

173, 0, 311323, 649, 646, TRUE

173, 1, 97437, 630, 663, TRUE

173, 2, 92612, 623, 663, TRUE

173, 3, 92606, 624, 660, TRUE

173, 4, 92590, 620, 659, TRUE

173, 5, 92604, 620, 660, TRUE

173, 6, 92599, 620, 659, TRUE

173, 7, 92604, 620, 660, TRUE

173, 8, 92599, 620, 659, TRUE

173, 9, 92604, 620, 660, TRUE

173, 10, 92599, 620, 659, TRUE

173, 11, 92604, 620, 660, TRUE

173, 12, 92599, 620, 659, TRUE

173, 13, 92604, 620, 660, TRUE

173, 14, 92599, 620, 659, TRUE

173, 15, 92604, 620, 660, TRUE

173, 16, 92599, 620, 659, TRUE

173, 17, 92604, 620, 660, TRUE

173, 18, 92599, 620, 659, TRUE

173, 19, 92604, 620, 660, TRUE

174, 0, 311340, 654, 651, TRUE

174, 1, 95032, 630, 669, TRUE

174, 2, 92612, 623, 668, TRUE

174, 3, 92606, 623, 665, TRUE

174, 4, 92593, 620, 664, TRUE

174, 5, 92596, 620, 665, TRUE

174, 6, 92598, 620, 664, TRUE

174, 7, 92596, 620, 665, TRUE

174, 8, 92598, 620, 664, TRUE

174, 9, 92596, 620, 665, TRUE

174, 10, 92598, 620, 664, TRUE

174, 11, 92596, 620, 665, TRUE

174, 12, 92598, 620, 664, TRUE

174, 13, 92596, 620, 665, TRUE

174, 14, 92598, 620, 664, TRUE

174, 15, 92596, 620, 665, TRUE

174, 16, 92598, 620, 664, TRUE

174, 17, 92596, 620, 665, TRUE

174, 18, 92598, 620, 664, TRUE

174, 19, 92596, 620, 665, TRUE

175, 0, 311330, 647, 646, TRUE

175, 1, 97428, 630, 664, TRUE

175, 2, 92603, 623, 663, TRUE

175, 3, 92603, 623, 661, TRUE

175, 4, 92596, 620, 660, TRUE

175, 5, 92595, 620, 660, TRUE

175, 6, 92597, 620, 660, TRUE

175, 7, 92596, 620, 660, TRUE

175, 8, 92597, 620, 660, TRUE

175, 9, 92596, 620, 660, TRUE

175, 10, 92597, 620, 660, TRUE

175, 11, 92596, 620, 660, TRUE

175, 12, 92597, 620, 660, TRUE

175, 13, 92596, 620, 660, TRUE

175, 14, 92597, 620, 660, TRUE

175, 15, 92596, 620, 660, TRUE

175, 16, 92597, 620, 660, TRUE

175, 17, 92596, 620, 660, TRUE

175, 18, 92597, 620, 660, TRUE

