run, id, cycles, Branch mispredictions, Icache busy
0, 0, 251908, 19, 212651 
0, 1, 38540, 13, 1 
0, 2, 38533, 11, 0 
0, 3, 38522, 8, 0 
0, 4, 38528, 9, 0 
0, 5, 38522, 8, 0 
0, 6, 38528, 9, 0 
0, 7, 38522, 8, 0 
0, 8, 38528, 9, 0 
0, 9, 38522, 8, 0 
0, 10, 38528, 9, 0 
0, 11, 38522, 8, 0 
0, 12, 38528, 9, 0 
0, 13, 38522, 8, 0 
0, 14, 38528, 9, 0 
0, 15, 38522, 8, 0 
0, 16, 38528, 9, 0 
0, 17, 38522, 8, 0 
0, 18, 38528, 9, 0 
0, 19, 38522, 8, 0 
0, 20, 38528, 9, 0 
0, 21, 38522, 8, 0 
0, 22, 38528, 9, 0 
0, 23, 38522, 8, 0 
0, 24, 38528, 9, 0 
0, 25, 38522, 8, 0 
0, 26, 38528, 9, 0 
0, 27, 38522, 8, 0 
0, 28, 38528, 9, 0 
0, 29, 38522, 8, 0 
0, 30, 38528, 9, 0 
0, 31, 38522, 8, 0 
0, 32, 38528, 9, 0 
0, 33, 38522, 8, 0 
0, 34, 38528, 9, 0 
0, 35, 38522, 8, 0 
0, 36, 38528, 9, 0 
0, 37, 38522, 8, 0 
0, 38, 38528, 9, 0 
0, 39, 38522, 8, 0 
0, 40, 38528, 9, 0 
0, 41, 38522, 8, 0 
0, 42, 38528, 9, 0 
0, 43, 38522, 8, 0 
0, 44, 38528, 9, 0 
0, 45, 38522, 8, 0 
0, 46, 38528, 9, 0 
0, 47, 38522, 8, 0 
0, 48, 38528, 9, 0 
0, 49, 38522, 8, 0 
1, 0, 251910, 20, 212651 
1, 1, 38533, 10, 0 
1, 2, 38534, 11, 0 
1, 3, 38533, 11, 0 
1, 4, 38534, 11, 0 
1, 5, 38530, 10, 0 
1, 6, 38534, 11, 0 
1, 7, 38530, 10, 0 
1, 8, 38534, 11, 0 
1, 9, 38530, 10, 0 
1, 10, 38534, 11, 0 
1, 11, 38530, 10, 0 
1, 12, 38534, 11, 0 
1, 13, 38530, 10, 0 
1, 14, 38534, 11, 0 
1, 15, 38530, 10, 0 
1, 16, 38534, 11, 0 
1, 17, 38530, 10, 0 
1, 18, 38534, 11, 0 
1, 19, 38530, 10, 0 
1, 20, 38534, 11, 0 
1, 21, 38530, 10, 0 
1, 22, 38534, 11, 0 
1, 23, 38530, 10, 0 
1, 24, 38534, 11, 0 
1, 25, 38530, 10, 0 
1, 26, 38534, 11, 0 
1, 27, 38530, 10, 0 
1, 28, 38534, 11, 0 
1, 29, 38530, 10, 0 
1, 30, 38534, 11, 0 
1, 31, 38530, 10, 0 
1, 32, 38534, 11, 0 
1, 33, 38530, 10, 0 
1, 34, 38534, 11, 0 
1, 35, 38530, 10, 0 
1, 36, 38534, 11, 0 
1, 37, 38530, 10, 0 
1, 38, 38534, 11, 0 
1, 39, 38530, 10, 0 
1, 40, 38534, 11, 0 
1, 41, 38530, 10, 0 
1, 42, 38534, 11, 0 
1, 43, 38530, 10, 0 
1, 44, 38534, 11, 0 
1, 45, 38530, 10, 0 
1, 46, 38534, 11, 0 
1, 47, 38530, 10, 0 
1, 48, 38534, 11, 0 
1, 49, 38530, 10, 0 
2, 0, 251911, 20, 212652 
2, 1, 38543, 14, 1 
2, 2, 38538, 12, 0 
2, 3, 38527, 9, 0 
2, 4, 38528, 9, 0 
2, 5, 38527, 9, 0 
2, 6, 38528, 9, 0 
2, 7, 38527, 9, 0 
2, 8, 38528, 9, 0 
2, 9, 38527, 9, 0 
2, 10, 38528, 9, 0 
2, 11, 38527, 9, 0 
2, 12, 38528, 9, 0 
2, 13, 38527, 9, 0 
2, 14, 38528, 9, 0 
2, 15, 38527, 9, 0 
2, 16, 38528, 9, 0 
2, 17, 38527, 9, 0 
2, 18, 38528, 9, 0 
2, 19, 38527, 9, 0 
2, 20, 38528, 9, 0 
2, 21, 38527, 9, 0 
2, 22, 38528, 9, 0 
2, 23, 38527, 9, 0 
2, 24, 38528, 9, 0 
2, 25, 38527, 9, 0 
2, 26, 38528, 9, 0 
2, 27, 38527, 9, 0 
2, 28, 38528, 9, 0 
2, 29, 38527, 9, 0 
2, 30, 38528, 9, 0 
2, 31, 38527, 9, 0 
2, 32, 38528, 9, 0 
2, 33, 38527, 9, 0 
2, 34, 38528, 9, 0 
2, 35, 38527, 9, 0 
2, 36, 38528, 9, 0 
2, 37, 38527, 9, 0 
2, 38, 38528, 9, 0 
2, 39, 38527, 9, 0 
2, 40, 38528, 9, 0 
2, 41, 38527, 9, 0 
2, 42, 38528, 9, 0 
2, 43, 38527, 9, 0 
2, 44, 38528, 9, 0 
2, 45, 38527, 9, 0 
2, 46, 38528, 9, 0 
2, 47, 38527, 9, 0 
2, 48, 38528, 9, 0 
2, 49, 38527, 9, 0 
3, 0, 251930, 26, 212652 
3, 1, 38536, 12, 0 
3, 2, 38536, 12, 0 
3, 3, 38533, 11, 0 
3, 4, 38533, 11, 0 
3, 5, 38529, 10, 0 
3, 6, 38533, 11, 0 
3, 7, 38529, 10, 0 
3, 8, 38533, 11, 0 
3, 9, 38529, 10, 0 
3, 10, 38533, 11, 0 
3, 11, 38529, 10, 0 
3, 12, 38533, 11, 0 
3, 13, 38529, 10, 0 
3, 14, 38533, 11, 0 
3, 15, 38529, 10, 0 
3, 16, 38533, 11, 0 
3, 17, 38529, 10, 0 
3, 18, 38533, 11, 0 
3, 19, 38529, 10, 0 
3, 20, 38533, 11, 0 
3, 21, 38529, 10, 0 
3, 22, 38533, 11, 0 
3, 23, 38529, 10, 0 
3, 24, 38533, 11, 0 
3, 25, 38529, 10, 0 
3, 26, 38533, 11, 0 
3, 27, 38529, 10, 0 
3, 28, 38533, 11, 0 
3, 29, 38529, 10, 0 
3, 30, 38533, 11, 0 
3, 31, 38529, 10, 0 
3, 32, 38533, 11, 0 
3, 33, 38529, 10, 0 
3, 34, 38533, 11, 0 
3, 35, 38529, 10, 0 
3, 36, 38533, 11, 0 
3, 37, 38529, 10, 0 
3, 38, 38533, 11, 0 
3, 39, 38529, 10, 0 
3, 40, 38533, 11, 0 
3, 41, 38529, 10, 0 
3, 42, 38533, 11, 0 
3, 43, 38529, 10, 0 
3, 44, 38533, 11, 0 
3, 45, 38529, 10, 0 
3, 46, 38533, 11, 0 
3, 47, 38529, 10, 0 
3, 48, 38533, 11, 0 
3, 49, 38529, 10, 0 
4, 0, 251913, 21, 212652 
4, 1, 38530, 9, 0 
4, 2, 38531, 10, 0 
4, 3, 38530, 10, 0 
4, 4, 38531, 10, 0 
4, 5, 38527, 9, 0 
4, 6, 38531, 10, 0 
4, 7, 38527, 9, 0 
4, 8, 38531, 10, 0 
4, 9, 38527, 9, 0 
4, 10, 38531, 10, 0 
4, 11, 38527, 9, 0 
4, 12, 38531, 10, 0 
4, 13, 38527, 9, 0 
4, 14, 38531, 10, 0 
4, 15, 38527, 9, 0 
4, 16, 38531, 10, 0 
4, 17, 38527, 9, 0 
4, 18, 38531, 10, 0 
4, 19, 38527, 9, 0 
4, 20, 38531, 10, 0 
4, 21, 38527, 9, 0 
4, 22, 38531, 10, 0 
4, 23, 38527, 9, 0 
4, 24, 38531, 10, 0 
4, 25, 38527, 9, 0 
4, 26, 38531, 10, 0 
4, 27, 38527, 9, 0 
4, 28, 38531, 10, 0 
4, 29, 38527, 9, 0 
4, 30, 38531, 10, 0 
4, 31, 38527, 9, 0 
4, 32, 38531, 10, 0 
4, 33, 38527, 9, 0 
4, 34, 38531, 10, 0 
4, 35, 38527, 9, 0 
4, 36, 38531, 10, 0 
4, 37, 38527, 9, 0 
4, 38, 38531, 10, 0 
4, 39, 38527, 9, 0 
4, 40, 38531, 10, 0 
4, 41, 38527, 9, 0 
4, 42, 38531, 10, 0 
4, 43, 38527, 9, 0 
4, 44, 38531, 10, 0 
4, 45, 38527, 9, 0 
4, 46, 38531, 10, 0 
4, 47, 38527, 9, 0 
4, 48, 38531, 10, 0 
4, 49, 38527, 9, 0 
5, 0, 251913, 21, 212651 
5, 1, 38533, 10, 0 
5, 2, 38534, 11, 0 
5, 3, 38533, 11, 0 
5, 4, 38534, 11, 0 
5, 5, 38530, 10, 0 
5, 6, 38534, 11, 0 
5, 7, 38530, 10, 0 
5, 8, 38534, 11, 0 
5, 9, 38530, 10, 0 
5, 10, 38534, 11, 0 
5, 11, 38530, 10, 0 
5, 12, 38534, 11, 0 
5, 13, 38530, 10, 0 
5, 14, 38534, 11, 0 
5, 15, 38530, 10, 0 
5, 16, 38534, 11, 0 
5, 17, 38530, 10, 0 
5, 18, 38534, 11, 0 
5, 19, 38530, 10, 0 
5, 20, 38534, 11, 0 
5, 21, 38530, 10, 0 
5, 22, 38534, 11, 0 
5, 23, 38530, 10, 0 
5, 24, 38534, 11, 0 
5, 25, 38530, 10, 0 
5, 26, 38534, 11, 0 
5, 27, 38530, 10, 0 
5, 28, 38534, 11, 0 
5, 29, 38530, 10, 0 
5, 30, 38534, 11, 0 
5, 31, 38530, 10, 0 
5, 32, 38534, 11, 0 
5, 33, 38530, 10, 0 
5, 34, 38534, 11, 0 
5, 35, 38530, 10, 0 
5, 36, 38534, 11, 0 
5, 37, 38530, 10, 0 
5, 38, 38534, 11, 0 
5, 39, 38530, 10, 0 
5, 40, 38534, 11, 0 
5, 41, 38530, 10, 0 
5, 42, 38534, 11, 0 
5, 43, 38530, 10, 0 
5, 44, 38534, 11, 0 
5, 45, 38530, 10, 0 
5, 46, 38534, 11, 0 
5, 47, 38530, 10, 0 
5, 48, 38534, 11, 0 
5, 49, 38530, 10, 0 
6, 0, 251910, 20, 212651 
6, 1, 38533, 10, 0 
6, 2, 38534, 11, 0 
6, 3, 38533, 11, 0 
6, 4, 38534, 11, 0 
6, 5, 38530, 10, 0 
6, 6, 38534, 11, 0 
6, 7, 38530, 10, 0 
6, 8, 38534, 11, 0 
6, 9, 38530, 10, 0 
6, 10, 38534, 11, 0 
