run, id, cycles, Branch direction mis, Load-use interlock, Correct
9, 11, 92604, 620, 665, TRUE

9, 12, 92602, 620, 664, TRUE

9, 13, 92604, 620, 665, TRUE

9, 14, 92602, 620, 664, TRUE

9, 15, 92604, 620, 665, TRUE

9, 16, 92602, 620, 664, TRUE

9, 17, 92604, 620, 665, TRUE

9, 18, 92602, 620, 664, TRUE

9, 19, 92604, 620, 665, TRUE

10, 0, 311338, 649, 651, TRUE

10, 1, 95023, 630, 669, TRUE

10, 2, 92603, 623, 668, TRUE

10, 3, 92603, 623, 666, TRUE

10, 4, 92596, 620, 665, TRUE

10, 5, 92595, 620, 665, TRUE

10, 6, 92596, 620, 665, TRUE

10, 7, 92595, 620, 665, TRUE

10, 8, 92596, 620, 665, TRUE

10, 9, 92595, 620, 665, TRUE

10, 10, 92596, 620, 665, TRUE

10, 11, 92595, 620, 665, TRUE

10, 12, 92596, 620, 665, TRUE

10, 13, 92595, 620, 665, TRUE

10, 14, 92596, 620, 665, TRUE

10, 15, 92595, 620, 665, TRUE

10, 16, 92596, 620, 665, TRUE

10, 17, 92595, 620, 665, TRUE

10, 18, 92596, 620, 665, TRUE

10, 19, 92595, 620, 665, TRUE

11, 0, 311337, 648, 649, TRUE

11, 1, 97424, 629, 663, TRUE

11, 2, 92606, 623, 662, TRUE

11, 3, 92610, 623, 661, TRUE

11, 4, 92594, 620, 659, TRUE

11, 5, 92604, 620, 660, TRUE

11, 6, 92599, 620, 659, TRUE

11, 7, 92604, 620, 660, TRUE

11, 8, 92599, 620, 659, TRUE

11, 9, 92604, 620, 660, TRUE

11, 10, 92599, 620, 659, TRUE

11, 11, 92604, 620, 660, TRUE

11, 12, 92599, 620, 659, TRUE

11, 13, 92604, 620, 660, TRUE

11, 14, 92599, 620, 659, TRUE

11, 15, 92604, 620, 660, TRUE

11, 16, 92599, 620, 659, TRUE

11, 17, 92604, 620, 660, TRUE

11, 18, 92599, 620, 659, TRUE

11, 19, 92604, 620, 660, TRUE

12, 0, 308914, 646, 648, TRUE

12, 1, 92635, 633, 666, TRUE

12, 2, 92606, 621, 663, TRUE

12, 3, 92595, 620, 660, TRUE

12, 4, 92606, 620, 660, TRUE

12, 5, 92597, 620, 659, TRUE

12, 6, 92606, 620, 660, TRUE

12, 7, 92597, 620, 659, TRUE

12, 8, 92606, 620, 660, TRUE

12, 9, 92597, 620, 659, TRUE

12, 10, 92606, 620, 660, TRUE

12, 11, 92597, 620, 659, TRUE

12, 12, 92606, 620, 660, TRUE

12, 13, 92597, 620, 659, TRUE

12, 14, 92606, 620, 660, TRUE

12, 15, 92597, 620, 659, TRUE

12, 16, 92606, 620, 660, TRUE

12, 17, 92597, 620, 659, TRUE

12, 18, 92606, 620, 660, TRUE

12, 19, 92597, 620, 659, TRUE

13, 0, 311328, 651, 649, TRUE

13, 1, 97423, 627, 664, TRUE

13, 2, 92622, 627, 663, TRUE

13, 3, 92602, 623, 661, TRUE

13, 4, 92598, 621, 659, TRUE

13, 5, 92601, 619, 659, TRUE

13, 6, 92592, 619, 660, TRUE

13, 7, 92593, 621, 658, TRUE

13, 8, 92593, 619, 659, TRUE

13, 9, 92606, 621, 659, TRUE

13, 10, 92592, 619, 660, TRUE

13, 11, 92593, 621, 658, TRUE

13, 12, 92593, 619, 659, TRUE

13, 13, 92606, 621, 659, TRUE

13, 14, 92592, 619, 660, TRUE

13, 15, 92593, 621, 658, TRUE

13, 16, 92593, 619, 659, TRUE

13, 17, 92606, 621, 659, TRUE

13, 18, 92592, 619, 660, TRUE

13, 19, 92593, 621, 658, TRUE

14, 0, 311333, 653, 652, TRUE

14, 1, 95024, 628, 671, TRUE

14, 2, 92609, 624, 668, TRUE

14, 3, 92612, 624, 666, TRUE

14, 4, 92598, 621, 665, TRUE

14, 5, 92599, 621, 665, TRUE

14, 6, 92599, 621, 665, TRUE

14, 7, 92599, 621, 665, TRUE

14, 8, 92599, 621, 665, TRUE

14, 9, 92599, 621, 665, TRUE

14, 10, 92599, 621, 665, TRUE

14, 11, 92599, 621, 665, TRUE

14, 12, 92599, 621, 665, TRUE

14, 13, 92599, 621, 665, TRUE

14, 14, 92599, 621, 665, TRUE

14, 15, 92599, 621, 665, TRUE

14, 16, 92599, 621, 665, TRUE

14, 17, 92599, 621, 665, TRUE

14, 18, 92599, 621, 665, TRUE

14, 19, 92599, 621, 665, TRUE

15, 0, 311324, 645, 654, TRUE

15, 1, 97422, 627, 671, TRUE

15, 2, 92604, 622, 666, TRUE

15, 3, 92604, 622, 665, TRUE

15, 4, 92595, 621, 663, TRUE

15, 5, 92597, 619, 664, TRUE

15, 6, 92607, 621, 664, TRUE

15, 7, 92593, 619, 664, TRUE

15, 8, 92607, 621, 664, TRUE

15, 9, 92593, 619, 664, TRUE

15, 10, 92607, 621, 664, TRUE

15, 11, 92593, 619, 664, TRUE

15, 12, 92607, 621, 664, TRUE

15, 13, 92593, 619, 664, TRUE

15, 14, 92607, 621, 664, TRUE

15, 15, 92593, 619, 664, TRUE

15, 16, 92607, 621, 664, TRUE

15, 17, 92593, 619, 664, TRUE

15, 18, 92607, 621, 664, TRUE

15, 19, 92593, 619, 664, TRUE

16, 0, 311338, 649, 647, TRUE

16, 1, 95012, 627, 664, TRUE

16, 2, 92619, 627, 662, TRUE

16, 3, 92603, 623, 660, TRUE

16, 4, 92592, 621, 658, TRUE

16, 5, 92593, 619, 659, TRUE

16, 6, 92600, 619, 659, TRUE

16, 7, 92591, 619, 659, TRUE

16, 8, 92599, 621, 659, TRUE

16, 9, 92601, 619, 659, TRUE

16, 10, 92590, 619, 659, TRUE

16, 11, 92599, 621, 659, TRUE

16, 12, 92601, 619, 659, TRUE

16, 13, 92590, 619, 659, TRUE

16, 14, 92599, 621, 659, TRUE

16, 15, 92601, 619, 659, TRUE

16, 16, 92590, 619, 659, TRUE

16, 17, 92599, 621, 659, TRUE

16, 18, 92601, 619, 659, TRUE

16, 19, 92590, 619, 659, TRUE

17, 0, 311338, 652, 649, TRUE

17, 1, 97421, 627, 664, TRUE

17, 2, 92616, 626, 661, TRUE

17, 3, 92603, 623, 660, TRUE

17, 4, 92592, 621, 658, TRUE

17, 5, 92593, 619, 659, TRUE

17, 6, 92606, 621, 659, TRUE

17, 7, 92592, 619, 660, TRUE

17, 8, 92593, 621, 658, TRUE

17, 9, 92593, 619, 659, TRUE

17, 10, 92606, 621, 659, TRUE

17, 11, 92592, 619, 660, TRUE

17, 12, 92593, 621, 658, TRUE

17, 13, 92593, 619, 659, TRUE

17, 14, 92606, 621, 659, TRUE

17, 15, 92592, 619, 660, TRUE

17, 16, 92593, 621, 658, TRUE

17, 17, 92593, 619, 659, TRUE

17, 18, 92606, 621, 659, TRUE

17, 19, 92592, 619, 660, TRUE

18, 0, 311331, 652, 651, TRUE

18, 1, 95035, 630, 669, TRUE

18, 2, 92612, 623, 668, TRUE

18, 3, 92606, 623, 665, TRUE

18, 4, 92593, 620, 664, TRUE

18, 5, 92604, 620, 665, TRUE

18, 6, 92602, 620, 664, TRUE

18, 7, 92604, 620, 665, TRUE

18, 8, 92602, 620, 664, TRUE

18, 9, 92604, 620, 665, TRUE

18, 10, 92602, 620, 664, TRUE

18, 11, 92604, 620, 665, TRUE

18, 12, 92602, 620, 664, TRUE

18, 13, 92604, 620, 665, TRUE

18, 14, 92602, 620, 664, TRUE

18, 15, 92604, 620, 665, TRUE

18, 16, 92602, 620, 664, TRUE

18, 17, 92604, 620, 665, TRUE

18, 18, 92602, 620, 664, TRUE

18, 19, 92604, 620, 665, TRUE

19, 0, 311333, 647, 646, TRUE

19, 1, 97425, 629, 663, TRUE

19, 2, 92603, 623, 663, TRUE

19, 3, 92603, 623, 661, TRUE

19, 4, 92596, 620, 660, TRUE

19, 5, 92596, 620, 660, TRUE

19, 6, 92597, 620, 660, TRUE

19, 7, 92596, 620, 660, TRUE

19, 8, 92597, 620, 660, TRUE

19, 9, 92596, 620, 660, TRUE

19, 10, 92597, 620, 660, TRUE

19, 11, 92596, 620, 660, TRUE

19, 12, 92597, 620, 660, TRUE

19, 13, 92596, 620, 660, TRUE

19, 14, 92597, 620, 660, TRUE

19, 15, 92596, 620, 660, TRUE

19, 16, 92597, 620, 660, TRUE

19, 17, 92596, 620, 660, TRUE

19, 18, 92597, 620, 660, TRUE

19, 19, 92596, 620, 660, TRUE

20, 0, 311346, 652, 648, TRUE

20, 1, 95013, 627, 664, TRUE

20, 2, 92619, 627, 662, TRUE

20, 3, 92603, 623, 660, TRUE

20, 4, 92592, 621, 658, TRUE

20, 5, 92593, 619, 659, TRUE

20, 6, 92606, 621, 659, TRUE

20, 7, 92592, 619, 660, TRUE

20, 8, 92593, 621, 658, TRUE

20, 9, 92593, 619, 659, TRUE

20, 10, 92606, 621, 659, TRUE

20, 11, 92592, 619, 660, TRUE

20, 12, 92593, 621, 658, TRUE

20, 13, 92593, 619, 659, TRUE

20, 14, 92606, 621, 659, TRUE

20, 15, 92592, 619, 660, TRUE

20, 16, 92593, 621, 658, TRUE

20, 17, 92593, 619, 659, TRUE

20, 18, 92606, 621, 659, TRUE

20, 19, 92592, 619, 660, TRUE

21, 0, 311322, 650, 646, TRUE

21, 1, 97442, 631, 663, TRUE

21, 2, 92612, 623, 663, TRUE

21, 3, 92603, 623, 660, TRUE

21, 4, 92590, 620, 659, TRUE

21, 5, 92604, 620, 660, TRUE

21, 6, 92599, 620, 659, TRUE

21, 7, 92604, 620, 660, TRUE

21, 8, 92599, 620, 659, TRUE

21, 9, 92604, 620, 660, TRUE

21, 10, 92599, 620, 659, TRUE

21, 11, 92604, 620, 660, TRUE

21, 12, 92599, 620, 659, TRUE

21, 13, 92604, 620, 660, TRUE

21, 14, 92599, 620, 659, TRUE

21, 15, 92604, 620, 660, TRUE

21, 16, 92599, 620, 659, TRUE

21, 17, 92604, 620, 660, TRUE

21, 18, 92599, 620, 659, TRUE

21, 19, 92604, 620, 660, TRUE

22, 0, 311327, 651, 652, TRUE

22, 1, 95016, 625, 669, TRUE

22, 2, 92616, 625, 667, TRUE

22, 3, 92601, 622, 665, TRUE

22, 4, 92598, 621, 664, TRUE

22, 5, 92593, 619, 665, TRUE

22, 6, 92598, 621, 664, TRUE

22, 7, 92589, 619, 664, TRUE

22, 8, 92599, 621, 664, TRUE

22, 9, 92593, 619, 665, TRUE

22, 10, 92598, 621, 664, TRUE

22, 11, 92589, 619, 664, TRUE

22, 12, 92599, 621, 664, TRUE

22, 13, 92593, 619, 665, TRUE

22, 14, 92598, 621, 664, TRUE

22, 15, 92589, 619, 664, TRUE

22, 16, 92599, 621, 664, TRUE

22, 17, 92593, 619, 665, TRUE

22, 18, 92598, 621, 664, TRUE

22, 19, 92589, 619, 664, TRUE

23, 0, 311339, 647, 649, TRUE

23, 1, 97430, 631, 663, TRUE

23, 2, 92606, 623, 662, TRUE

23, 3, 92613, 624, 661, TRUE

23, 4, 92594, 620, 659, TRUE

23, 5, 92604, 620, 660, TRUE

23, 6, 92599, 620, 659, TRUE

23, 7, 92604, 620, 660, TRUE

23, 8, 92599, 620, 659, TRUE

23, 9, 92604, 620, 660, TRUE

23, 10, 92599, 620, 659, TRUE

23, 11, 92604, 620, 660, TRUE

23, 12, 92599, 620, 659, TRUE

23, 13, 92604, 620, 660, TRUE

23, 14, 92599, 620, 659, TRUE

23, 15, 92604, 620, 660, TRUE

23, 16, 92599, 620, 659, TRUE

23, 17, 92604, 620, 660, TRUE

23, 18, 92599, 620, 659, TRUE

23, 19, 92604, 620, 660, TRUE

24, 0, 311328, 650, 649, TRUE

24, 1, 95032, 631, 664, TRUE

24, 2, 92612, 623, 663, TRUE

24, 3, 92606, 624, 660, TRUE

24, 4, 92590, 620, 659, TRUE

24, 5, 92604, 620, 660, TRUE

24, 6, 92599, 620, 659, TRUE

24, 7, 92604, 620, 660, TRUE

24, 8, 92599, 620, 659, TRUE

24, 9, 92604, 620, 660, TRUE

24, 10, 92599, 620, 659, TRUE

24, 11, 92604, 620, 660, TRUE

24, 12, 92599, 620, 659, TRUE

24, 13, 92604, 620, 660, TRUE

24, 14, 92599, 620, 659, TRUE

24, 15, 92604, 620, 660, TRUE

24, 16, 92599, 620, 659, TRUE

24, 17, 92604, 620, 660, TRUE

24, 18, 92599, 620, 659, TRUE

24, 19, 92604, 620, 660, TRUE

25, 0, 311325, 650, 649, TRUE

25, 1, 97436, 629, 663, TRUE

25, 2, 92612, 623, 663, TRUE

25, 3, 92606, 624, 660, TRUE

25, 4, 92590, 620, 659, TRUE

25, 5, 92604, 620, 660, TRUE

25, 6, 92599, 620, 659, TRUE

25, 7, 92604, 620, 660, TRUE

25, 8, 92599, 620, 659, TRUE

25, 9, 92604, 620, 660, TRUE

25, 10, 92599, 620, 659, TRUE

25, 11, 92604, 620, 660, TRUE

25, 12, 92599, 620, 659, TRUE

25, 13, 92604, 620, 660, TRUE

25, 14, 92599, 620, 659, TRUE

25, 15, 92604, 620, 660, TRUE

25, 16, 92599, 620, 659, TRUE

25, 17, 92604, 620, 660, TRUE

25, 18, 92599, 620, 659, TRUE

25, 19, 92604, 620, 660, TRUE

26, 0, 311330, 652, 648, TRUE

26, 1, 95013, 627, 664, TRUE

26, 2, 92619, 627, 662, TRUE

26, 3, 92603, 623, 660, TRUE

26, 4, 92592, 621, 658, TRUE

26, 5, 92593, 619, 659, TRUE

26, 6, 92606, 621, 659, TRUE

26, 7, 92592, 619, 660, TRUE

26, 8, 92593, 621, 658, TRUE

26, 9, 92593, 619, 659, TRUE

26, 10, 92606, 621, 659, TRUE

26, 11, 92592, 619, 660, TRUE

26, 12, 92593, 621, 658, TRUE

26, 13, 92593, 619, 659, TRUE

26, 14, 92606, 621, 659, TRUE

26, 15, 92592, 619, 660, TRUE

26, 16, 92593, 621, 658, TRUE

26, 17, 92593, 619, 659, TRUE

26, 18, 92606, 621, 659, TRUE

26, 19, 92592, 619, 660, TRUE

27, 0, 311339, 653, 654, TRUE

27, 1, 97437, 629, 669, TRUE

27, 2, 92612, 623, 668, TRUE

27, 3, 92606, 623, 665, TRUE

27, 4, 92593, 620, 664, TRUE

27, 5, 92604, 620, 665, TRUE

27, 6, 92602, 620, 664, TRUE

27, 7, 92604, 620, 665, TRUE

27, 8, 92602, 620, 664, TRUE

27, 9, 92604, 620, 665, TRUE

27, 10, 92602, 620, 664, TRUE

27, 11, 92604, 620, 665, TRUE

27, 12, 92602, 620, 664, TRUE

27, 13, 92604, 620, 665, TRUE

27, 14, 92602, 620, 664, TRUE

27, 15, 92604, 620, 665, TRUE

27, 16, 92602, 620, 664, TRUE

27, 17, 92604, 620, 665, TRUE

27, 18, 92602, 620, 664, TRUE

27, 19, 92604, 620, 665, TRUE

28, 0, 311320, 649, 649, TRUE

28, 1, 95012, 627, 664, TRUE

28, 2, 92619, 627, 662, TRUE

28, 3, 92603, 623, 660, TRUE

28, 4, 92592, 621, 658, TRUE

28, 5, 92593, 619, 659, TRUE

28, 6, 92600, 619, 659, TRUE

28, 7, 92591, 619, 659, TRUE

28, 8, 92599, 621, 659, TRUE

28, 9, 92601, 619, 659, TRUE

28, 10, 92590, 619, 659, TRUE

28, 11, 92599, 621, 659, TRUE

28, 12, 92601, 619, 659, TRUE

28, 13, 92590, 619, 659, TRUE

28, 14, 92599, 621, 659, TRUE

28, 15, 92601, 619, 659, TRUE

28, 16, 92590, 619, 659, TRUE

28, 17, 92599, 621, 659, TRUE

28, 18, 92601, 619, 659, TRUE

28, 19, 92590, 619, 659, TRUE

29, 0, 311325, 650, 648, TRUE

29, 1, 97425, 628, 664, TRUE

29, 2, 92622, 627, 663, TRUE

29, 3, 92602, 623, 661, TRUE

29, 4, 92598, 621, 659, TRUE

29, 5, 92601, 619, 659, TRUE

29, 6, 92592, 619, 660, TRUE

29, 7, 92593, 621, 658, TRUE

29, 8, 92593, 619, 659, TRUE

29, 9, 92606, 621, 659, TRUE

29, 10, 92592, 619, 660, TRUE

29, 11, 92593, 621, 658, TRUE

29, 12, 92593, 619, 659, TRUE

29, 13, 92606, 621, 659, TRUE

29, 14, 92592, 619, 660, TRUE

29, 15, 92593, 621, 658, TRUE

29, 16, 92593, 619, 659, TRUE

29, 17, 92606, 621, 659, TRUE

29, 18, 92592, 619, 660, TRUE

29, 19, 92593, 621, 658, TRUE

30, 0, 311322, 648, 651, TRUE

30, 1, 95015, 623, 671, TRUE

30, 2, 92615, 624, 670, TRUE

30, 3, 92608, 624, 665, TRUE

30, 4, 92595, 621, 663, TRUE

30, 5, 92597, 619, 664, TRUE

30, 6, 92607, 621, 664, TRUE

30, 7, 92593, 619, 664, TRUE

30, 8, 92607, 621, 664, TRUE

30, 9, 92593, 619, 664, TRUE

30, 10, 92607, 621, 664, TRUE

30, 11, 92593, 619, 664, TRUE

30, 12, 92607, 621, 664, TRUE

30, 13, 92593, 619, 664, TRUE

30, 14, 92607, 621, 664, TRUE

30, 15, 92593, 619, 664, TRUE

30, 16, 92607, 621, 664, TRUE

30, 17, 92593, 619, 664, TRUE

30, 18, 92607, 621, 664, TRUE

30, 19, 92593, 619, 664, TRUE

31, 0, 311341, 649, 646, TRUE

31, 1, 97428, 630, 663, TRUE

31, 2, 92603, 623, 663, TRUE

31, 3, 92603, 623, 661, TRUE

31, 4, 92596, 620, 660, TRUE

31, 5, 92596, 620, 660, TRUE

31, 6, 92597, 620, 660, TRUE

31, 7, 92596, 620, 660, TRUE

31, 8, 92597, 620, 660, TRUE

31, 9, 92596, 620, 660, TRUE

31, 10, 92597, 620, 660, TRUE

31, 11, 92596, 620, 660, TRUE

31, 12, 92597, 620, 660, TRUE

31, 13, 92596, 620, 660, TRUE

31, 14, 92597, 620, 660, TRUE

31, 15, 92596, 620, 660, TRUE

31, 16, 92597, 620, 660, TRUE

31, 17, 92596, 620, 660, TRUE

31, 18, 92597, 620, 660, TRUE

31, 19, 92596, 620, 660, TRUE

32, 0, 311325, 650, 649, TRUE

32, 1, 95035, 631, 664, TRUE

32, 2, 92612, 623, 663, TRUE

32, 3, 92603, 623, 660, TRUE

32, 4, 92590, 620, 659, TRUE

32, 5, 92604, 620, 660, TRUE

32, 6, 92599, 620, 659, TRUE

32, 7, 92604, 620, 660, TRUE

32, 8, 92599, 620, 659, TRUE

32, 9, 92604, 620, 660, TRUE

32, 10, 92599, 620, 659, TRUE

32, 11, 92604, 620, 660, TRUE

32, 12, 92599, 620, 659, TRUE

32, 13, 92604, 620, 660, TRUE

32, 14, 92599, 620, 659, TRUE

32, 15, 92604, 620, 660, TRUE

32, 16, 92599, 620, 659, TRUE

32, 17, 92604, 620, 660, TRUE

32, 18, 92599, 620, 659, TRUE

32, 19, 92604, 620, 660, TRUE

33, 0, 311334, 649, 646, TRUE

33, 1, 97445, 631, 664, TRUE

33, 2, 92612, 623, 663, TRUE

33, 3, 92606, 624, 660, TRUE

33, 4, 92590, 620, 659, TRUE

33, 5, 92604, 620, 660, TRUE

33, 6, 92599, 620, 659, TRUE

33, 7, 92604, 620, 660, TRUE

33, 8, 92599, 620, 659, TRUE

33, 9, 92604, 620, 660, TRUE

33, 10, 92599, 620, 659, TRUE

33, 11, 92604, 620, 660, TRUE

33, 12, 92599, 620, 659, TRUE

