run, id, cycles, Branch direction mis, Branch target mis, Correct
28, 18, 56075141, 264616, 52361, TRUE

28, 19, 56104319, 264617, 52359, TRUE

29, 0, 57131991, 264612, 52342, TRUE

29, 1, 56224041, 264616, 52219, TRUE

29, 2, 56127541, 264616, 52359, TRUE

29, 3, 56112756, 264616, 52108, TRUE

29, 4, 56132153, 264616, 52107, TRUE

29, 5, 56080911, 264621, 52109, TRUE

29, 6, 56043713, 264618, 52007, TRUE

29, 7, 56101980, 264617, 52151, TRUE

29, 8, 56025087, 264616, 52219, TRUE

29, 9, 56102328, 264616, 52359, TRUE

29, 10, 56049230, 264618, 52360, TRUE

29, 11, 56094820, 264616, 52360, TRUE

29, 12, 56072790, 264616, 52220, TRUE

29, 13, 56096257, 264616, 52360, TRUE

29, 14, 56112658, 264617, 52358, TRUE

29, 15, 56067573, 264617, 52221, TRUE

29, 16, 56073309, 264615, 52007, TRUE

29, 17, 56058425, 264618, 52360, TRUE

29, 18, 56075141, 264616, 52361, TRUE

29, 19, 56104319, 264617, 52359, TRUE

30, 0, 57131078, 264613, 52096, TRUE

